Date,Close
2023-11-08 00:00:00-05:00,24.572118759155273
2023-11-09 00:00:00-05:00,25.16615104675293
2023-11-10 00:00:00-05:00,25.326444625854492
2023-11-13 00:00:00-05:00,26.090198516845703
2023-11-14 00:00:00-05:00,26.476789474487305
2023-11-15 00:00:00-05:00,26.071340560913086
2023-11-16 00:00:00-05:00,26.448501586914062
2023-11-17 00:00:00-05:00,27.014245986938477
2023-11-20 00:00:00-05:00,27.457412719726562
2023-11-21 00:00:00-05:00,27.070819854736328
2023-11-22 00:00:00-05:00,27.165109634399414
2023-11-24 00:00:00-05:00,27.41026496887207
2023-11-27 00:00:00-05:00,27.37255096435547
2023-11-28 00:00:00-05:00,27.18396759033203
2023-11-29 00:00:00-05:00,26.269350051879883
2023-11-30 00:00:00-05:00,27.30654525756836
2023-12-01 00:00:00-05:00,27.287689208984375
2023-12-04 00:00:00-05:00,27.71199607849121
2023-12-05 00:00:00-05:00,27.117965698242188
2023-12-06 00:00:00-05:00,26.85395050048828
2023-12-07 00:00:00-05:00,26.863380432128906
2023-12-08 00:00:00-05:00,27.136823654174805
2023-12-11 00:00:00-05:00,27.089677810668945
2023-12-12 00:00:00-05:00,27.42912483215332
2023-12-13 00:00:00-05:00,27.136823654174805
2023-12-14 00:00:00-05:00,28.060871124267578
2023-12-15 00:00:00-05:00,27.35369110107422
2023-12-18 00:00:00-05:00,27.957151412963867
2023-12-19 00:00:00-05:00,26.967100143432617
2023-12-20 00:00:00-05:00,26.637083053588867
2023-12-21 00:00:00-05:00,27.6082763671875
2023-12-22 00:00:00-05:00,27.83457374572754
2023-12-26 00:00:00-05:00,28.21173667907715
2023-12-27 00:00:00-05:00,27.777997970581055
2023-12-28 00:00:00-05:00,27.459999084472656
2023-12-29 00:00:00-05:00,27.690000534057617
2024-01-02 00:00:00-05:00,27.1299991607666
2024-01-03 00:00:00-05:00,26.829999923706055
2024-01-04 00:00:00-05:00,27.200000762939453
2024-01-05 00:00:00-05:00,26.959999084472656
2024-01-08 00:00:00-05:00,27.360000610351562
2024-01-09 00:00:00-05:00,28.469999313354492
2024-01-10 00:00:00-05:00,28.790000915527344
2024-01-11 00:00:00-05:00,29.389999389648438
2024-01-12 00:00:00-05:00,31.479999542236328
2024-01-16 00:00:00-05:00,31.229999542236328
2024-01-17 00:00:00-05:00,30.610000610351562
2024-01-18 00:00:00-05:00,30.780000686645508
2024-01-19 00:00:00-05:00,30.43000030517578
2024-01-22 00:00:00-05:00,29.520000457763672
2024-01-23 00:00:00-05:00,30.329999923706055
2024-01-24 00:00:00-05:00,30.010000228881836
2024-01-25 00:00:00-05:00,29.469999313354492
2024-01-26 00:00:00-05:00,29.59000015258789
2024-01-29 00:00:00-05:00,30.030000686645508
2024-01-30 00:00:00-05:00,30.549999237060547
2024-01-31 00:00:00-05:00,30.31999969482422
2024-02-01 00:00:00-05:00,32.209999084472656
2024-02-02 00:00:00-05:00,31.520000457763672
2024-02-05 00:00:00-05:00,31.010000228881836
2024-02-06 00:00:00-05:00,30.950000762939453
2024-02-07 00:00:00-05:00,31.299999237060547
